address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
,DOT,Department of Transportation,3016080054.0,BROOKLYN,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-08-11T00:05:51.000,MALCOLM X BOULEVARD,KOSSUTH PLACE,Broken Sidewalk,,1063 LAFAYETTE AVENUE,11221.0,MALCOLM X BOULEVARD,KOSSUTH PLACE,LAFAYETTE AVENUE,40.69240192449637,"{'type': 'Point', 'coordinates': [-73.92944779955079, 40.69240192449637]}",,,,Sidewalk,,-73.92944779955079,MOBILE,BROOKLYN,Unspecified,,,In Progress,LAFAYETTE AVENUE,,43517318,1003815.0,191545.0
,NYPD,New York City Police Department,4031000033.0,QUEENS,REGO PARK,2019-08-11T06:29:08.000,06 QUEENS,Noise - Residential,2019-08-11T00:05:59.000,AUSTIN STREET,WETHEROLE STREET,Loud Music/Party,,94-19 66 AVENUE,11374.0,AUSTIN STREET,WETHEROLE STREET,66 AVENUE,40.72512447911726,"{'type': 'Point', 'coordinates': [-73.8576356893014, 40.72512447911726]}",,,,Residential Building/House,,-73.8576356893014,PHONE,QUEENS,Unspecified,2019-08-11T10:29:14.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,Closed,66 AVENUE,,43513364,1023710.0,203491.0
,NYPD,New York City Police Department,1015800046.0,MANHATTAN,NEW YORK,2019-08-11T01:29:31.000,08 MANHATTAN,Noise - Residential,2019-08-11T00:06:04.000,YORK AVENUE,EAST END AVENUE,Loud Talking,,506 EAST   84 STREET,10028.0,YORK AVENUE,EAST END AVENUE,EAST   84 STREET,40.77441391912314,"{'type': 'Point', 'coordinates': [-73.94763717614582, 40.77441391912314]}",,,,Residential Building/House,,-73.94763717614582,ONLINE,MANHATTAN,Unspecified,2019-08-11T05:29:34.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,EAST   84 STREET,,43513288,998753.0,221421.0
,NYPD,New York City Police Department,3034830016.0,BROOKLYN,BROOKLYN,2019-08-11T09:47:56.000,05 BROOKLYN,Noise - Residential,2019-08-11T00:06:05.000,HIGHLAND BOULEVARD,BUSHWICK AVENUE,Loud Music/Party,,11 FANCHON PLACE,11207.0,HIGHLAND BOULEVARD,BUSHWICK AVENUE,FANCHON PLACE,40.67925361849992,"{'type': 'Point', 'coordinates': [-73.89887767981175, 40.67925361849992]}",,,,Residential Building/House,,-73.89887767981175,MOBILE,BROOKLYN,Unspecified,2019-08-11T13:48:00.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,FANCHON PLACE,,43518702,1012298.0,186763.0
,NYPD,New York City Police Department,2048600073.0,BRONX,BRONX,2019-08-11T04:34:53.000,12 BRONX,Noise - Residential,2019-08-11T00:06:15.000,BRONXWOOD AVENUE,PAULDING AVENUE,Loud Music/Party,,946 EAST  225 STREET,10466.0,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  225 STREET,40.88554298314012,"{'type': 'Point', 'coordinates': [-73.85338632097364, 40.88554298314012]}",,,,Residential Building/House,,-73.85338632097364,ONLINE,BRONX,Unspecified,2019-08-11T08:34:56.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,EAST  225 STREET,,43517306,1024790.0,261939.0
,NYPD,New York City Police Department,4068370015.0,QUEENS,FRESH MEADOWS,2019-08-11T01:28:42.000,08 QUEENS,Noise - Residential,2019-08-11T00:06:18.000,160 STREET,162 STREET,Loud Music/Party,,160-25 77 AVENUE,11366.0,160 STREET,162 STREET,77 AVENUE,40.72400919841799,"{'type': 'Point', 'coordinates': [-73.80787987474866, 40.72400919841799]}",,,,Residential Building/House,,-73.80787987474866,MOBILE,QUEENS,Unspecified,2019-08-11T05:28:45.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,77 AVENUE,,43511705,1037502.0,203111.0
,DOT,Department of Transportation,3016080034.0,BROOKLYN,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-08-11T00:06:18.000,KOSCIUSZKO STREET,PATCHEN AVENUE,Broken Sidewalk,,1164 BROADWAY,11221.0,KOSCIUSZKO STREET,PATCHEN AVENUE,BROADWAY,40.69293633306805,"{'type': 'Point', 'coordinates': [-73.9281201998893, 40.69293633306805]}",,,,Sidewalk,,-73.9281201998893,MOBILE,BROOKLYN,Unspecified,,,In Progress,BROADWAY,,43514521,1004183.0,191740.0
,NYPD,New York City Police Department,4089750036.0,QUEENS,WOODHAVEN,2019-08-11T03:17:33.000,09 QUEENS,Noise - Residential,2019-08-11T00:06:24.000,WOODHAVEN BOULEVARD,96 STREET,Loud Music/Party,,93-16 90 AVENUE,11421.0,WOODHAVEN BOULEVARD,96 STREET,90 AVENUE,40.6907498906816,"{'type': 'Point', 'coordinates': [-73.84968943607782, 40.6907498906816]}",,,,Residential Building/House,,-73.84968943607782,ONLINE,QUEENS,Unspecified,2019-08-11T07:17:37.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,90 AVENUE,,43515075,1025934.0,190971.0
,NYPD,New York City Police Department,3017477505.0,BROOKLYN,BROOKLYN,2019-08-11T04:56:21.000,03 BROOKLYN,Noise - Residential,2019-08-11T00:06:39.000,MARCY AVENUE,TOMPKINS AVENUE,Loud Music/Party,,114 STOCKTON STREET,11206.0,MARCY AVENUE,TOMPKINS AVENUE,STOCKTON STREET,40.6962517998473,"{'type': 'Point', 'coordinates': [-73.94814573885434, 40.6962517998473]}",,,,Residential Building/House,,-73.94814573885434,MOBILE,BROOKLYN,Unspecified,2019-08-11T08:56:26.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,STOCKTON STREET,,43518701,998629.0,192944.0
,NYPD,New York City Police Department,2057620487.0,BRONX,BRONX,2019-08-11T03:04:22.000,08 BRONX,Noise - Residential,2019-08-11T00:06:53.000,CORLEAR AVENUE,TIBBETT AVENUE,Loud Music/Party,,292 WEST  236 STREET,10463.0,CORLEAR AVENUE,TIBBETT AVENUE,WEST  236 STREET,40.88458318033021,"{'type': 'Point', 'coordinates': [-73.9037513792966, 40.88458318033021]}",,,,Residential Building/House,,-73.9037513792966,PHONE,BRONX,Unspecified,2019-08-11T07:04:23.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  236 STREET,,43518241,1010864.0,261570.0
,DOT,Department of Transportation,3033210052.0,BROOKLYN,BROOKLYN,,04 BROOKLYN,Sidewalk Condition,2019-08-11T00:06:54.000,GROVE STREET,QUINCY STREET,Broken Sidewalk,,1327 BROADWAY,11221.0,GROVE STREET,QUINCY STREET,BROADWAY,40.69020491396382,"{'type': 'Point', 'coordinates': [-73.9232912069086, 40.69020491396382]}",,,,Sidewalk,,-73.9232912069086,MOBILE,BROOKLYN,Unspecified,,,In Progress,BROADWAY,,43518245,1005523.0,190746.0
,NYPD,New York City Police Department,4067980004.0,QUEENS,FRESH MEADOWS,2019-08-11T01:27:02.000,08 QUEENS,Noise - Residential,2019-08-11T00:06:59.000,159 STREET,160 STREET,Loud Music/Party,,159-15 72 AVENUE,11365.0,159 STREET,160 STREET,72 AVENUE,40.728005740453334,"{'type': 'Point', 'coordinates': [-73.80963265317439, 40.728005740453334]}",,,,Residential Building/House,,-73.80963265317439,ONLINE,QUEENS,Unspecified,2019-08-11T05:27:10.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,72 AVENUE,,43512330,1037013.0,204566.0
,NYPD,New York City Police Department,,QUEENS,,2019-08-11T05:20:12.000,04 QUEENS,Noise - Residential,2019-08-11T00:07:08.000,94 STREET,ALSTYNE AVENUE,Loud Music/Party,,94 STREET,11373.0,94 STREET,ALSTYNE AVENUE,,40.74250284426759,"{'type': 'Point', 'coordinates': [-73.87036272888163, 40.74250284426759]}",,,,Residential Building/House,,-73.87036272888163,MOBILE,QUEENS,Unspecified,2019-08-11T09:20:15.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,94 STREET,,43514038,1020173.0,209817.0
ADDRESS,DOB,Department of Buildings,2028190051.0,BRONX,BRONX,2019-09-13T00:00:00.000,04 BRONX,Building/Use,2019-08-11T00:07:14.000,,,Illegal Conversion Of Residential Building/Space,N/A,1515 SELWYN AVENUE,10457.0,,,,40.84083795474705,"{'type': 'Point', 'coordinates': [-73.910309187823, 40.84083795474705]}",,,,,,-73.910309187823,UNKNOWN,BRONX,Unspecified,2019-09-13T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,SELWYN AVENUE,,43522788,1009067.0,245630.0
,DOT,Department of Transportation,3014840026.0,BROOKLYN,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-08-11T00:07:21.000,MADISON STREET,PUTNAM AVENUE,Broken Sidewalk,,1456 BROADWAY,11221.0,MADISON STREET,PUTNAM AVENUE,BROADWAY,40.68786632990411,"{'type': 'Point', 'coordinates': [-73.91922295217687, 40.68786632990411]}",,,,Sidewalk,,-73.91922295217687,MOBILE,BROOKLYN,Unspecified,,,In Progress,BROADWAY,,43512218,1006652.0,189895.0
,NYPD,New York City Police Department,4120490029.0,QUEENS,JAMAICA,2019-08-11T06:16:11.000,12 QUEENS,Noise - Residential,2019-08-11T00:07:22.000,123 AVENUE,ROCKAWAY BOULEVARD,Loud Music/Party,,123-24 146 STREET,11436.0,123 AVENUE,ROCKAWAY BOULEVARD,146 STREET,40.67518832201485,"{'type': 'Point', 'coordinates': [-73.7923130060232, 40.67518832201485]}",,,,Residential Building/House,,-73.7923130060232,ONLINE,QUEENS,Unspecified,2019-08-11T10:16:17.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,146 STREET,,43516412,1041859.0,185334.0
,NYPD,New York City Police Department,3034690034.0,BROOKLYN,BROOKLYN,2019-08-11T00:37:41.000,04 BROOKLYN,Noise - Residential,2019-08-11T00:07:34.000,BUSHWICK AVENUE,DEAD END,Loud Music/Party,,85 DESALES PLACE,11207.0,BUSHWICK AVENUE,DEAD END,DE SALES PLACE,40.68268362573681,"{'type': 'Point', 'coordinates': [-73.90416898413328, 40.68268362573681]}",,,,Residential Building/House,,-73.90416898413328,MOBILE,BROOKLYN,Unspecified,2019-08-11T04:37:42.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,DESALES PLACE,,43515425,1010829.0,188011.0
,NYPD,New York City Police Department,4027970007.0,QUEENS,MASPETH,2019-08-11T05:29:47.000,05 QUEENS,Noise - Commercial,2019-08-11T00:07:42.000,69 LANE,71 STREET,Loud Music/Party,,70-10 GRAND AVENUE,11378.0,69 LANE,71 STREET,GRAND AVENUE,40.72763257870112,"{'type': 'Point', 'coordinates': [-73.89248674712505, 40.72763257870112]}",,,,Store/Commercial,,-73.89248674712505,MOBILE,QUEENS,Unspecified,2019-08-11T09:29:48.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,GRAND AVENUE,,43516691,1014049.0,204391.0
,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2019-08-11T03:38:37.000,05 MANHATTAN,Homeless Encampment,2019-08-11T00:07:50.000,BROADWAY,PARK AVENUE SOUTH,N/A,,60 EAST   18 STREET,10003.0,BROADWAY,PARK AVENUE SOUTH,EAST   18 STREET,40.73749753024047,"{'type': 'Point', 'coordinates': [-73.98944519123106, 40.73749753024047]}",,,,Street/Sidewalk,,-73.98944519123106,ONLINE,MANHATTAN,Unspecified,2019-08-11T07:38:42.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST   18 STREET,,43513670,987175.0,207967.0
,NYPD,New York City Police Department,3024500006.0,BROOKLYN,BROOKLYN,2019-08-11T02:42:25.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T00:07:54.000,SOUTH    5 STREET,SOUTH    4 STREET,Loud Music/Party,,332 KEAP STREET,11211.0,SOUTH    5 STREET,SOUTH    4 STREET,KEAP STREET,40.70863352840528,"{'type': 'Point', 'coordinates': [-73.95487383300737, 40.70863352840528]}",,,,Street/Sidewalk,,-73.95487383300737,MOBILE,BROOKLYN,Unspecified,2019-08-11T07:00:33.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,KEAP STREET,,43512524,996761.0,197454.0
,NYPD,New York City Police Department,2033320007.0,BRONX,BRONX,2019-08-11T05:58:12.000,07 BRONX,Noise - Street/Sidewalk,2019-08-11T00:08:00.000,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,Loud Music/Party,,3040 HULL AVENUE,10467.0,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,HULL AVENUE,40.87174255826784,"{'type': 'Point', 'coordinates': [-73.87937075335041, 40.87174255826784]}",,,,Street/Sidewalk,,-73.87937075335041,ONLINE,BRONX,Unspecified,2019-08-11T09:58:15.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,HULL AVENUE,,43516276,1017612.0,256900.0
,NYPD,New York City Police Department,3024130001.0,BROOKLYN,BROOKLYN,2019-08-11T03:36:54.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T00:08:01.000,SOUTH    2 STREET,SOUTH    1 STREET,Loud Music/Party,,390 HOOPER STREET,11211.0,SOUTH    2 STREET,SOUTH    1 STREET,HOOPER STREET,40.70990328669034,"{'type': 'Point', 'coordinates': [-73.95222905095925, 40.70990328669034]}",,,,Street/Sidewalk,,-73.95222905095925,MOBILE,BROOKLYN,Unspecified,2019-08-11T07:36:59.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,HOOPER STREET,,43518626,997494.0,197917.0
,NYPD,New York City Police Department,3018170013.0,BROOKLYN,BROOKLYN,2019-08-11T06:10:16.000,03 BROOKLYN,Noise - Residential,2019-08-11T00:08:06.000,BEDFORD AVENUE,NOSTRAND AVENUE,Loud Music/Party,,138 MONROE STREET,11216.0,BEDFORD AVENUE,NOSTRAND AVENUE,MONROE STREET,40.68514592985745,"{'type': 'Point', 'coordinates': [-73.95331766476396, 40.68514592985745]}",,,,Residential Building/House,,-73.95331766476396,PHONE,BROOKLYN,Unspecified,2019-08-11T10:10:16.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,MONROE STREET,,43517664,997197.0,188897.0
,NYPD,New York City Police Department,2024870032.0,BRONX,BRONX,2019-08-11T03:06:37.000,04 BRONX,Noise - Street/Sidewalk,2019-08-11T00:08:09.000,EAST  165 STREET,MCCLELLAN STREET,Loud Music/Party,,1083 GERARD AVENUE,10452.0,EAST  165 STREET,MCCLELLAN STREET,GERARD AVENUE,40.83310339382704,"{'type': 'Point', 'coordinates': [-73.92166291989889, 40.83310339382704]}",,,,Street/Sidewalk,,-73.92166291989889,MOBILE,BRONX,Unspecified,2019-08-11T07:06:40.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,GERARD AVENUE,,43513790,1005928.0,242809.0
,NYPD,New York City Police Department,4001330070.0,QUEENS,SUNNYSIDE,2019-08-11T03:36:27.000,02 QUEENS,Noise - Residential,2019-08-11T00:08:15.000,39 AVENUE,SKILLMAN AVENUE,Loud Music/Party,,39-88 49 STREET,11104.0,39 AVENUE,SKILLMAN AVENUE,49 STREET,40.74662326157437,"{'type': 'Point', 'coordinates': [-73.91516739893174, 40.74662326157437]}",,,,Residential Building/House,,-73.91516739893174,PHONE,QUEENS,Unspecified,2019-08-11T07:36:29.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,49 STREET,,43511610,1007756.0,211303.0
,NYPD,New York City Police Department,3018910049.0,BROOKLYN,BROOKLYN,2019-08-11T09:29:40.000,02 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T00:08:28.000,PARK AVENUE,MYRTLE AVENUE,Loud Music/Party,,78 RYERSON STREET,11205.0,PARK AVENUE,MYRTLE AVENUE,RYERSON STREET,40.695154860436425,"{'type': 'Point', 'coordinates': [-73.96532287674411, 40.695154860436425]}",,,,Street/Sidewalk,,-73.96532287674411,PHONE,BROOKLYN,Unspecified,2019-08-11T13:29:46.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,RYERSON STREET,,43516935,993866.0,192542.0
,NYPD,New York City Police Department,4053820034.0,QUEENS,FLUSHING,2019-08-11T03:08:49.000,07 QUEENS,Illegal Parking,2019-08-11T00:08:31.000,149 PLACE,MURRAY STREET,Commercial Overnight Parking,,149-45 ASH AVENUE,11355.0,149 PLACE,MURRAY STREET,ASH AVENUE,40.75985369061788,"{'type': 'Point', 'coordinates': [-73.81331737745047, 40.75985369061788]}",,,,,,-73.81331737745047,PHONE,QUEENS,Unspecified,2019-08-11T07:08:51.000,The Police Department issued a summons in response to the complaint.,Closed,ASH AVENUE,,43516923,1035967.0,216167.0
,NYPD,New York City Police Department,2029700031.0,BRONX,BRONX,2019-08-11T02:43:10.000,03 BRONX,Noise - Street/Sidewalk,2019-08-11T00:08:37.000,EAST  169 STREET,FREEMAN STREET,Loud Music/Party,,1365 LYMAN PLACE,10459.0,EAST  169 STREET,FREEMAN STREET,LYMAN PLACE,40.829548409045366,"{'type': 'Point', 'coordinates': [-73.89654983563152, 40.829548409045366]}",,,,Street/Sidewalk,,-73.89654983563152,ONLINE,BRONX,Unspecified,2019-08-11T07:00:43.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,LYMAN PLACE,,43517797,1012879.0,241521.0
,DOT,Department of Transportation,3015860041.0,BROOKLYN,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-08-11T00:08:38.000,BROADWAY,VERNON AVENUE,Broken Sidewalk,,10 STUYVESANT AVENUE,11221.0,BROADWAY,VERNON AVENUE,STUYVESANT AVENUE,40.696354764413904,"{'type': 'Point', 'coordinates': [-73.93473038779454, 40.696354764413904]}",,,,Sidewalk,,-73.93473038779454,MOBILE,BROOKLYN,Unspecified,,,In Progress,STUYVESANT AVENUE,,43512249,1002349.0,192984.0
,NYPD,New York City Police Department,3032300003.0,BROOKLYN,BROOKLYN,2019-08-11T00:18:25.000,04 BROOKLYN,Noise - Residential,2019-08-11T00:08:45.000,BROADWAY,BUSHWICK AVENUE,Loud Music/Party,,18 DODWORTH STREET,11221.0,BROADWAY,BUSHWICK AVENUE,DODWORTH STREET,40.69484784502344,"{'type': 'Point', 'coordinates': [-73.92998974366402, 40.69484784502344]}",,,,Residential Building/House,,-73.92998974366402,ONLINE,BROOKLYN,Unspecified,2019-08-11T04:18:28.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,DODWORTH STREET,,43517373,1003664.0,192436.0
,NYPD,New York City Police Department,3055780001.0,BROOKLYN,BROOKLYN,2019-08-11T00:19:30.000,11 BROOKLYN,Noise - Residential,2019-08-11T00:08:59.000,68 STREET,BAY RIDGE AVENUE,Banging/Pounding,,6801 19 AVENUE,11204.0,68 STREET,BAY RIDGE AVENUE,19 AVENUE,40.616041333373936,"{'type': 'Point', 'coordinates': [-73.98992904305163, 40.616041333373936]}",,,,Residential Building/House,,-73.98992904305163,PHONE,BROOKLYN,Unspecified,2019-08-11T04:19:33.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,19 AVENUE,,43518109,987046.0,163717.0
,NYPD,New York City Police Department,2028770296.0,BRONX,BRONX,2019-08-11T04:15:47.000,05 BRONX,Noise - Residential,2019-08-11T00:09:04.000,WEST  175 STREET,WEST  176 STREET,Loud Music/Party,,1662 POPHAM AVENUE,10453.0,WEST  175 STREET,WEST  176 STREET,POPHAM AVENUE,40.8493212288713,"{'type': 'Point', 'coordinates': [-73.92070765185858, 40.8493212288713]}",,,,Residential Building/House,,-73.92070765185858,ONLINE,BRONX,Unspecified,2019-08-11T08:15:51.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,POPHAM AVENUE,,43512239,1006187.0,248718.0
,NYPD,New York City Police Department,1018300019.0,MANHATTAN,NEW YORK,2019-08-11T04:08:34.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T00:09:08.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Loud Music/Party,,203 WEST  114 STREET,10026.0,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  114 STREET,40.80210545504034,"{'type': 'Point', 'coordinates': [-73.95390024592207, 40.80210545504034]}",,,,Street/Sidewalk,,-73.95390024592207,ONLINE,MANHATTAN,Unspecified,2019-08-11T08:08:37.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  114 STREET,,43516930,997013.0,231509.0
,DOT,Department of Transportation,3015850031.0,BROOKLYN,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2019-08-11T00:09:10.000,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,Broken Sidewalk,,1066 MYRTLE AVENUE,11206.0,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MYRTLE AVENUE,40.69656559790879,"{'type': 'Point', 'coordinates': [-73.93879083823111, 40.69656559790879]}",,,,Sidewalk,,-73.93879083823111,MOBILE,BROOKLYN,Unspecified,,,In Progress,MYRTLE AVENUE,,43518484,1001223.0,193060.0
